id,y
139434,865
144611,195
193329,43
302277,269
48918,111
307065,1035
123925,69
14070,512
235115,473
338128,1163
115990,764
118087,529
303994,16
269556,938
72352,827
88401,443
119193,27
58099,218
206272,112
268170,434
129582,758
257295,883
312052,1082
201426,552
151616,394
276918,1532
18442,782
257834,234
345301,502
128126,46
21278,1397
298785,375
248692,286
77541,108
24512,2775
158871,1027
481,203
256850,698
303349,75
24423,1063
223294,948
313223,445
237829,758
45426,1703
192174,743
23546,146
11859,14
249144,678
29937,592
25984,1315
25670,226
128161,954
146832,158
57689,1765
108232,161
111155,864
20050,1322
338650,47
113566,1131
174800,436
346924,332
1627,263
209017,339
94636,69
248588,407
332519,29
147653,233
156563,1576
318154,1152
239885,1054
62634,449
145749,363
274285,664
213119,325
233972,698
186373,192
96874,251
136019,444
280157,648
80791,382
304895,1519
285784,417
117073,239
308226,513
307433,479
266626,442
191467,791
3107,108
284328,727
254855,847
150395,1084
55746,2434
147185,916
10282,145
190171,1504
142509,1496
195422,708
93587,997
321349,1284
230755,683
238595,763
26769,1345
226044,328
316888,2112
76169,252
103867,181
187267,261
129772,376
314508,1432
249018,1364
175631,632
45605,825
63331,524
159976,352
308918,1115
173988,609
137160,3896
197669,739
343059,61
312489,644
202600,732
152377,249
215289,917
230721,466
208034,431
169583,18
98205,103
150062,1078
200258,44
146739,973
286652,1143
326592,169
118602,565
153253,344
69520,1659
240633,913
53643,273
185342,75
52382,172
179311,402
262570,307
296738,652
228469,1256
317465,433
93964,633
339754,195
241330,985
344950,585
305451,704
50687,45
58082,435
344973,261
148059,393
179788,119
298248,777
100496,1823
146249,19
117395,291
207614,14
207131,1385
155698,1352
19987,659
61957,1906
95833,377
39426,1069
340755,146
321226,49
325632,395
310310,1194
267692,87
264056,3599
30029,226
72528,411
217351,279
172291,748
120191,1431
145498,87
103642,1155
10980,229
249869,836
334930,183
319162,541
146177,89
258950,463
236754,1372
338643,128
69603,1153
71105,538
218673,1865
177911,3065
142009,676
218644,581
63614,1849
212048,936
297818,818
109719,4324
133566,449
95946,418
26469,1565
146715,826
64629,511
218649,1838
193223,818
288642,219
2447,46
336671,392
128232,23
16655,83
33538,1104
39302,326
152310,785
28992,1592
224249,637
66408,781
338812,459
151314,484
120215,408
320783,777
1872,125
54248,82
37291,475
281107,335
181868,71
346281,2095
348402,295
177566,95
248849,525
96540,415
148258,1318
295969,344
284679,421
231526,1908
194010,619
153796,3091
76655,577
240575,1183
53866,629
147619,589
59411,1668
160390,65
238917,735
108329,161
191231,601
327640,339
61576,246
329339,734
227059,1483
341651,255
19688,595
118432,1154
43322,968
33076,1987
279727,157
173636,211
279223,548
105407,2384
218715,717
6688,608
188261,516
23208,1111
141579,794
326263,1073
238157,49
232961,1484
241417,1
16428,546
324280,411
226313,44
242745,883
330907,368
330445,132
2510,457
106922,308
249084,902
31425,798
277991,682
237820,773
67361,661
343553,474
259425,427
223366,2849
14915,1225
208396,684
263507,103
231365,622
83018,115
85989,1605
348590,1028
327691,99
227199,528
33691,529
240773,1293
256558,896
80359,542
204730,102
348487,1021
288744,725
74528,369
280089,247
73759,1448
114869,1993
348642,542
286692,63
128257,434
278350,344
113114,1367
211665,579
148680,832
219316,445
95490,434
298972,1708
284413,359
79957,1572
294002,713
233984,469
176695,255
297540,1095
322556,5653
262063,567
349126,24
100040,204
28759,681
275794,631
224225,965
101506,499
140406,367
242989,963
324865,683
189433,915
254806,697
46924,662
25242,387
279649,1351
263017,1561
68937,1315
254128,713
22971,1451
124428,668
326488,1126
342994,2234
145111,1236
253836,613
166685,348
79359,8
52015,359
304513,745
69289,264
86881,6
59787,1363
218815,1413
73169,3713
293652,834
231973,199
309185,321
67829,214
298765,197
34376,661
86704,979
222253,748
248376,46
12456,423
172325,688
308120,427
69774,487
14213,382
291315,176
11832,692
134719,577
13713,716
21980,585
316400,662
344975,699
278285,611
222162,1591
141596,498
316157,327
284557,57
194067,305
325034,689
262133,122
115735,213
306194,671
131555,425
348847,515
320002,332
74308,824
34314,163
121016,1141
68578,868
219618,1022
74001,1465
244211,565
294385,2395
296918,168
254208,566
12535,639
128993,447
128842,278
60682,602
168590,816
149843,1411
330536,1067
55183,795
165725,255
12809,1383
241433,967
313640,51
267272,949
112313,29
37767,1062
294275,1091
204410,22
327590,1205
256314,988
43744,182
70621,565
4116,583
183982,644
311196,1632
99141,65
247386,1593
175638,646
307312,1147
186145,2449
7560,94
151114,529
36325,919
139574,623
73786,1127
8511,68
193484,451
223604,1137
268791,958
211156,792
250001,399
198693,1161
203144,209
156692,337
34160,477
201962,65
4430,708
7341,111
255461,841
112954,386
284621,596
124404,101
222108,208
133742,3604
150713,607
296701,44
278402,501
302352,384
258257,763
341869,598
318979,1722
50788,515
332538,723
174136,433
20390,2124
110596,126
39933,2283
145660,653
292245,527
14809,634
121831,592
165667,419
196146,516
100206,942
216200,184
271554,432
223345,755
84454,767
62658,1319
232358,49
22137,148
17190,155
78881,621
162720,2329
198071,341
294834,1175
204723,1275
221624,485
97063,1509
168327,235
33926,186
259082,509
207421,208
259631,554
244705,533
183990,349
69426,1608
106831,446
146154,598
90358,268
320399,1149
37354,977
289742,648
192407,883
36886,893
116553,617
78121,592
116689,772
251776,1017
159187,296
214471,164
179811,1582
145699,1719
310437,481
172882,1239
178139,1144
115575,91
332295,768
185851,561
41983,5
181510,1093
116975,286
294776,1417
3448,2793
174432,472
344370,1588
194851,335
16348,1292
160399,212
252947,1043
167595,907
183041,391
205986,1944
65344,348
92536,726
133804,439
30378,915
272392,355
49798,741
283348,228
1762,711
87487,822
81565,1157
223110,1313
60847,235
32027,318
38079,2306
303058,1141
153043,465
37148,198
112530,417
36851,1139
253898,964
187239,306
15340,1555
55274,1017
325198,507
29606,1001
336310,177
61606,514
321087,586
273803,1285
124809,2645
196129,867
254776,1008
345140,651
324918,356
344325,725
345573,507
226661,314
331664,1854
298850,27
230512,432
331811,1298
8301,1522
214905,341
298284,152
307205,333
83187,455
82505,523
175795,1452
228005,1482
267278,1713
73259,1194
115085,1756
279474,648
28217,768
283316,736
299917,395
239949,1099
304737,471
197350,6
96781,926
54882,1389
14104,1581
39076,2274
48200,948
27136,149
152002,971
144533,406
138038,1145
72861,625
334690,6
77731,2761
246848,706
252624,573
128235,493
106309,123
67283,2435
248723,624
246490,944
91148,627
288404,113
55230,608
99940,776
37508,596
113815,338
201769,87
127867,292
197493,855
192773,834
132202,1069
331328,995
1828,1857
32763,952
216159,473
92531,456
175576,326
277892,578
102010,1045
300829,1358
238250,457
94977,637
67211,534
203921,284
27227,1352
180819,1031
169930,1586
65054,499
308864,2001
306111,603
321280,237
83312,1963
98806,266
212157,1029
329537,699
60503,78
343038,88
258459,121
26603,717
84564,378
338975,393
183037,42
240715,454
227432,281
311381,525
92340,178
195420,917
121301,754
61835,153
288237,1631
306428,1556
10042,44
224054,278
323123,125
201632,41
277380,882
97466,307
282761,131
330321,346
246284,418
117735,1168
267277,542
33164,1308
9861,1151
169034,14
28024,533
286050,611
83767,3277
78294,364
25860,352
301834,965
247474,281
62430,316
10969,493
18839,254
259885,483
309952,2332
21072,3796
295496,676
92904,1854
41825,1103
27125,687
229803,161
297516,643
323206,462
165771,583
333181,36
348244,999
204798,9
233441,726
331522,616
219765,709
22215,476
175567,1046
240051,594
24571,1268
208515,566
179550,31
17880,1776
305574,965
312573,1554
241076,562
220288,261
221894,358
141665,232
84035,508
302039,674
106185,612
158193,426
4952,352
231475,774
200999,204
339090,188
66086,1083
307256,255
183571,1229
270049,438
246482,1018
55608,1149
254197,1939
1922,439
67334,1653
69359,1566
39350,649
248779,1365
336774,151
280976,1691
211411,151
233427,808
119217,153
281366,321
142281,2415
256662,423
223874,868
259586,668
191596,1023
209636,1131
226164,686
222488,443
302834,1111
22020,375
204128,882
8363,877
155367,41
5527,696
172912,664
104406,421
328698,739
95993,497
291394,155
173209,148
322351,1119
259936,194
160720,173
72372,2196
69946,116
337618,514
102498,1215
146120,26
197008,632
7507,539
289198,3128
98525,991
77005,1122
232278,917
298799,445
188265,722
257544,582
36679,28
128294,883
24110,645
52725,225
58652,439
232034,322
116007,843
295184,538
40172,664
293217,753
187241,1704
284316,297
222214,615
10001,796
98148,626
316144,679
273334,1072
136689,417
296663,835
242911,576
311347,1583
300413,1826
201121,292
314520,384
162731,801
136345,1762
271540,826
17949,1597
68004,318
50747,149
65920,507
279109,1091
303790,209
162102,1023
188448,822
82725,1123
321151,964
157874,122
180387,2256
50433,613
56156,51
148404,13
257498,344
236936,833
252862,599
148756,327
306472,646
265359,709
176946,703
339434,663
296069,786
195132,253
270199,411
191494,423
294602,406
9491,1107
303163,642
321841,2651
43306,442
341345,1775
196719,664
108116,1157
262239,385
213676,761
270046,478
108047,286
69098,1674
297095,804
20316,353
290321,2754
254623,823
115562,1765
119645,92
344111,276
102408,373
127951,1517
215856,389
3856,98
318877,463
93725,231
238083,365
247896,1406
158882,11
28919,866
148382,544
91313,785
282328,68
309876,783
274555,891
13259,1215
331744,137
323650,723
146636,1691
280137,1526
266691,1006
159325,458
94471,77
310430,2203
133309,929
116150,356
18630,321
309318,308
333014,966
261682,574
139104,211
130673,1803
8645,764
233147,399
147902,1749
133074,439
6293,1045
336243,769
16036,139
4743,2636
338066,1057
93506,338
168173,422
236316,1055
168739,901
153331,224
236834,1505
261598,179
195138,351
57272,1939
21579,1316
223243,1145
263075,628
166032,48
60035,656
343900,47
243866,267
251625,1667
107633,623
173595,13
129683,1135
82587,322
41234,1022
306896,1507
67471,551
75549,1552
46908,1756
105,258
195015,716
150567,177
329105,407
263932,1253
311554,57
172728,2115
286398,173
227266,3773
169354,895
301423,63
254990,386
141723,1875
186608,1416
13623,344
346889,1106
79859,229
256886,1205
322468,1513
59329,689
163508,79
56151,904
331975,289
181055,149
89404,18
32567,702
36567,317
256791,377
113301,1043
74405,806
249415,385
123661,1111
193488,508
216598,863
238275,243
294065,527
230720,822
65566,1055
33830,537
329003,165
75401,344
44905,613
42544,854
212084,992
148392,361
291992,476
256302,1395
286193,1741
172396,619
253689,1122
180141,365
226562,635
254373,926
232623,1167
21697,862
227556,859
168752,2002
303231,66
223365,574
151826,56
335328,841
90306,2198
149271,349
84545,1067
309258,144
151733,669
198127,613
33796,717
273984,38
236870,524
345611,711
335470,937
15258,655
270129,331
131509,428
210210,735
1066,268
276382,688
336940,1106
182548,302
82900,2905
335185,267
322445,55
176870,344
4794,1391
303273,921
60168,38
173587,938
326311,1888
137271,1288
67051,1188
303642,607
203858,159
76092,1108
41492,1645
149524,612
121467,1303
228517,356
16571,1469
276106,2531
49178,148
151383,1351
216757,61
84058,11
93672,72
254400,49
14385,8
115577,2227
1305,2206
305665,101
306889,342
6972,461
64259,657
154531,1361
222851,243
5767,384
251755,944
166318,424
11159,424
98314,2936
106556,193
238874,583
152890,599
291118,1481
214572,333
101841,432
139600,694
130134,124
254575,193
259037,1862
237080,909
324312,384
169230,45
217016,53
46933,772
191294,402
179694,644
128510,1174
168584,1065
238898,802
208962,48
12573,934
222716,284
25587,1136
68591,489
43739,432
114555,207
108792,1299
274941,346
114353,274
332106,523
47044,1227
222615,481
336372,1754
140799,505
210110,165
314777,1463
336519,329
329222,1078
180744,261
121178,471
151336,464
87887,758
147836,1423
122224,106
91488,1218
116336,888
233000,91
2077,3617
257580,1027
277259,92
3069,507
274269,529
15163,3604
224338,622
114739,211
25766,582
89509,229
133625,623
17139,839
334962,242
19945,262
60482,326
262586,175
71003,748
72004,259
5408,181
310821,624
296741,782
33994,616
338673,148
128650,376
257468,281
140042,664
312376,332
242416,131
43853,993
304734,1629
297124,577
26403,596
244065,278
76243,412
330461,1353
105857,843
248203,1768
227064,541
50728,607
101815,57
213621,308
324372,263
15861,1085
78645,529
22494,419
176929,1627
26143,241
242841,1295
231471,626
50832,59
230687,715
181472,947
218443,382
113803,1288
173179,876
251575,488
279921,434
280596,1318
331223,655
300651,434
125932,456
226258,579
154191,837
230116,692
194678,636
130990,39
98705,802
57498,404
148151,48
68142,14
80144,92
148755,1298
163639,477
273934,65
27423,974
117807,682
227253,2569
82005,1655
148242,1474
38072,786
231957,65
216377,261
153139,2002
82672,389
227057,1025
306722,523
14599,2787
99253,894
314015,371
1422,344
217926,1102
299251,1568
344729,376
290752,88
236669,2486
229688,393
229702,215
131695,1009
116976,197
213368,1058
278542,549
150100,142
203114,352
104049,22
325282,759
216325,523
5194,1249
97127,1412
133588,269
156371,121
253686,1368
288339,996
115662,726
214606,125
295501,95
317011,25
263531,535
134461,1267
253039,1788
197569,275
49528,254
258714,208
288406,1493
329334,634
229492,406
314450,848
309652,339
338465,442
324632,342
125305,543
324344,1114
234836,2261
66458,1013
7106,384
258618,2557
273518,458
249705,314
223042,679
245513,1993
18136,32
96715,282
88922,349
280463,2092
156442,88
109059,1571
45912,342
80421,37
13306,2184
156288,945
17177,528
196051,402
183057,1874
331808,1125
181994,455
89276,702
131633,1249
307413,338
285151,705
343293,282
206001,2
122322,148
260703,1075
177423,641
335756,302
16911,28
52576,157
139342,838
86835,214
285609,718
156925,386
94365,238
254552,274
47375,2883
244524,777
183937,812
144653,726
21711,662
8942,591
7064,311
195630,246
162871,536
162652,1634
135752,2411
318297,786
169878,688
187590,484
3400,843
155405,1871
7342,146
307730,301
229728,1228
40032,2396
116644,409
64355,148
255674,906
100073,128
5851,1064
237348,413
164528,414
309867,1331
189329,1175
37770,544
128815,597
114232,1521
214535,682
207935,584
208045,208
74215,437
32832,352
133112,952
67245,355
138627,423
325666,293
143934,408
15442,805
250805,1337
182618,1019
267426,415
156313,1568
340260,458
110297,221
74542,414
130517,496
124471,262
180119,37
329994,283
43360,132
264291,3519
64002,1064
179558,193
245081,1657
93085,1242
123326,1085
137300,462
229014,398
312897,41
4113,594
47878,312
250867,336
109190,555
344005,195
83291,1366
233313,1142
324173,282
18850,847
57884,4547
306018,537
303779,766
164523,59
84503,302
241259,1952
200280,274
331037,251
259186,61
50706,126
239320,1447
266074,716
46316,1043
194017,312
302031,194
336345,446
110538,1594
134711,277
7649,1765
63752,848
182134,849
276813,495
82834,353
302998,387
220159,1083
249990,23
345231,373
55199,17
275990,594
4459,1066
228021,998
32267,139
301777,704
296111,231
47798,839
166601,1915
314976,387
340476,819
3775,414
318119,1077
186172,1208
171707,235
84014,727
8919,519
225799,253
88992,546
92668,71
166188,823
328746,1104
261325,1285
51592,264
37571,553
161712,292
18643,328
326148,1647
147042,1192
308881,514
321995,525
120806,579
181823,595
334405,1005
179647,1117
961,519
112537,1455
147087,287
16338,1228
132939,218
214787,1741
92043,609
116991,683
149243,592
228505,24
164931,1617
100217,314
130762,953
195156,1071
335040,88
218699,887
263459,204
239079,1364
272931,224
326759,728
42090,318
270666,641
291261,1795
64048,2272
105048,186
168356,1154
5293,267
162434,2694
220099,795
307889,87
253127,91
212996,158
39290,529
76360,516
2235,1497
195453,1897
305291,54
110100,837
255142,343
243353,1772
178815,1964
73906,217
153844,601
181000,299
262566,637
226911,48
268814,1738
25840,256
226333,628
261207,942
2230,23
306029,1117
97122,415
292846,4
78596,212
153046,352
348680,735
148031,872
273804,824
238365,434
24390,589
268960,457
168557,104
348326,96
291570,263
65234,2248
158194,317
3720,925
339452,1754
267782,577
282356,1549
44756,912
181560,536
325171,487
220058,1133
26256,662
20623,222
158839,347
197094,95
108964,1299
182435,216
133029,2609
324972,622
215314,448
125818,816
56248,194
96707,88
300706,605
130391,263
295639,1991
105482,481
115106,18
266346,608
75366,1054
212151,947
211392,953
280448,2004
325092,1276
226792,106
166938,732
324436,226
150330,93
268993,762
181704,176
304010,837
236166,638
218060,1073
183946,884
313559,407
266540,619
123600,468
98842,2843
301732,1275
239455,454
48680,647
318838,645
54414,766
332398,304
148943,995
26690,183
111296,686
83417,228
91134,2978
301826,1075
156347,906
25362,348
111993,762
330701,1313
206816,2468
84823,246
209133,1466
233244,1236
33335,993
20162,99
237098,525
83025,226
157552,1036
317925,1182
192173,1472
176186,506
3564,1664
230820,69
126665,457
338891,412
175980,544
222486,619
270038,2463
255093,283
250828,966
11303,301
106151,1067
273645,832
259177,691
251935,1218
150190,638
233902,1618
347899,1189
229326,652
190971,932
178428,757
90325,619
166719,1441
18974,2129
169392,699
134502,943
169989,419
117407,463
14853,581
203709,611
282357,623
284346,633
295380,1417
262847,1249
342622,2081
45598,818
317906,172
268693,783
170169,195
196464,1465
70050,549
23382,588
164268,685
135543,434
253534,242
183125,207
215558,1117
14677,117
171523,341
349282,2074
186781,337
240878,461
19579,2182
332314,1709
157100,231
318049,61
337290,26
64957,31
163184,2192
34524,801
301412,364
93293,376
276909,1167
200554,651
34805,446
207200,568
203043,297
52303,1497
326984,287
182279,707
238195,573
311982,517
49588,328
248863,553
212848,64
311423,197
151426,573
183845,454
314477,537
154126,218
121935,65
348156,839
218104,277
248562,841
260814,412
230615,939
20526,558
313533,618
309911,1482
103062,106
198268,678
109043,1098
28952,1755
231006,402
330722,729
41209,81
229336,1295
226496,237
31717,649
143525,1077
96309,202
327389,1031
242250,581
299775,703
165649,295
57941,308
76110,753
239592,649
57762,414
215633,556
76047,364
186096,45
104453,665
59728,608
293644,614
98531,981
193553,45
115305,1545
321211,689
264463,834
333590,1554
180,756
156750,748
193006,1474
45903,15
202346,815
247876,121
237247,389
248444,387
89483,835
346049,96
29140,1443
6533,207
137784,346
6014,1361
269416,347
250307,1241
328874,122
40982,288
231218,112
309664,1376
158513,1025
91193,504
339959,157
76601,626
343341,624
161986,842
137244,1027
187979,106
66075,1005
132940,1338
345833,1908
130604,653
283774,332
287479,705
248785,1791
262992,527
85371,794
175372,457
209903,405
116563,429
48342,679
277658,487
141122,1684
299693,385
3344,979
10590,64
216259,1579
123869,893
348403,2447
255525,1778
64532,1127
148446,1754
144872,3248
7656,1688
304960,1035
28780,1758
318068,1104
106799,7
211262,995
73331,701
263915,1008
318292,1063
254983,756
247269,162
254617,958
284015,364
208809,137
18546,577
44225,191
315121,272
138741,504
120064,719
103560,535
330941,2039
160463,838
117525,74
157873,2105
95114,148
58170,1803
310934,644
206481,467
173674,683
183831,1153
317135,704
310597,151
29814,356
325209,431
